"","author","title","sentence_nr","words","kind","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","sentiment"
"132","Eliot, George","Middlemarch",215,"Dorothea Brooke","person",1,1,1,1,2,1,2,1,2,1,1
"133","Eliot, George","Middlemarch",219,NA,NA,0,0,0,0,1,0,1,0,0,0,1
"134","Eliot, George","Middlemarch",221,"Dorothea Brooke","person",0,1,0,0,1,0,2,1,1,2,2
"135","Eliot, George","Middlemarch",222,"Joy","person",0,1,0,0,2,0,2,0,1,0,2
"136","Eliot, George","Middlemarch",223,"Celia Brooke","person",0,0,0,0,0,3,0,0,0,0,-3
"137","Eliot, George","Middlemarch",223,"Dorothea Brooke","person",0,0,0,0,0,3,0,0,0,0,-3
"138","Eliot, George","Middlemarch",223,"Howe","person",0,0,0,0,0,3,0,0,0,0,-3
"139","Eliot, George","Middlemarch",225,NA,NA,0,1,0,0,1,0,2,1,0,1,2
"140","Eliot, George","Middlemarch",228,NA,NA,1,0,1,0,0,2,0,2,0,0,-2
"141","Eliot, George","Middlemarch",229,"Celia Brooke","person",1,0,0,0,0,1,1,0,0,1,0
"142","Eliot, George","Middlemarch",230,"Dorothea Brooke","person",0,0,0,0,0,0,1,0,0,0,1
"143","Eliot, George","Middlemarch",231,NA,NA,0,0,0,1,0,1,1,1,0,0,0
"144","Eliot, George","Middlemarch",234,"Celia Brooke","person",0,1,0,0,0,1,2,0,1,2,1
"145","Eliot, George","Middlemarch",237,"Miss Brooke","person",0,1,0,1,1,1,1,0,0,1,0
"146","Eliot, George","Middlemarch",239,NA,NA,0,0,0,0,0,0,1,0,0,1,1
"147","Eliot, George","Middlemarch",240,"Celia Brooke","person",2,2,1,0,2,2,2,2,1,1,0
"148","Eliot, George","Middlemarch",241,"Dorothea Brooke","person",2,1,2,2,1,3,3,2,3,1,0
"149","Eliot, George","Middlemarch",242,"Celia Brooke","person",0,2,0,0,2,2,8,0,0,4,6
"150","Eliot, George","Middlemarch",242,"Dorothea Brooke","person",0,2,0,0,2,2,8,0,0,4,6
"151","Eliot, George","Middlemarch",243,"Celia Brooke","person",0,0,0,0,0,0,0,0,0,1,0
"152","Eliot, George","Middlemarch",244,"Dorothea Brooke","person",0,0,0,0,0,2,0,0,0,0,-2
"153","Eliot, George","Middlemarch",247,"Kitty","person",1,1,1,0,0,1,0,1,0,0,-1
"154","Eliot, George","Middlemarch",249,"Celia Brooke","person",0,0,0,0,0,0,1,0,0,0,1
"155","Eliot, George","Middlemarch",250,"Celia Brooke","person",0,0,0,0,0,2,0,0,0,0,-2
"156","Eliot, George","Middlemarch",250,"Dorothea Brooke","person",0,0,0,0,0,2,0,0,0,0,-2
"157","Eliot, George","Middlemarch",251,"Celia Brooke","person",1,0,0,0,0,1,1,1,0,1,0
"158","Eliot, George","Middlemarch",252,NA,NA,0,0,1,1,0,2,0,1,0,0,-2
"159","Eliot, George","Middlemarch",255,"Don Quijote","person",0,0,0,0,0,0,1,0,0,1,1
"160","Eliot, George","Middlemarch",256,"Don Quixote","person",0,0,3,6,3,3,12,3,0,3,9
"161","Eliot, George","Middlemarch",256,"Gray","person",0,0,3,6,3,3,12,3,0,3,9
"162","Eliot, George","Middlemarch",256,"San","location",0,0,3,6,3,3,12,3,0,3,9
"163","Eliot, George","Middlemarch",257,"Arthur Brooke","person",0,0,0,0,4,0,16,0,0,8,16
"164","Eliot, George","Middlemarch",257,"Humphry Davy","person",0,0,0,0,4,0,16,0,0,8,16
"165","Eliot, George","Middlemarch",257,"Sir James","person",0,0,0,0,4,0,16,0,0,8,16
"166","Eliot, George","Middlemarch",257,"Mark","person",0,0,0,0,4,0,16,0,0,8,16
"167","Eliot, George","Middlemarch",258,"Humphry Davy","person",0,0,0,0,0,0,3,0,0,3,3
"168","Eliot, George","Middlemarch",258,"Wordsworth","person",0,0,0,0,0,0,3,0,0,3,3
"169","Eliot, George","Middlemarch",258,"Wright","person",0,0,0,0,0,0,3,0,0,3,3
"170","Eliot, George","Middlemarch",261,NA,NA,0,0,1,0,0,1,0,1,1,0,-1
"171","Eliot, George","Middlemarch",264,NA,NA,0,0,0,0,1,0,2,0,0,1,2
"172","Eliot, George","Middlemarch",265,"Dorothea Brooke","person",0,0,1,1,0,1,1,0,0,1,0
"173","Eliot, George","Middlemarch",268,"Anne","person",0,0,0,0,0,0,4,0,0,0,4
"174","Eliot, George","Middlemarch",268,"Gray","person",0,0,0,0,0,0,4,0,0,0,4
"175","Eliot, George","Middlemarch",269,"Sir James","person",0,0,0,0,0,0,2,0,0,1,2
"176","Eliot, George","Middlemarch",270,"Elle","person",0,0,0,0,2,0,4,0,0,2,4
"177","Eliot, George","Middlemarch",270,"Ellen","person",0,0,0,0,2,0,4,0,0,2,4
"178","Eliot, George","Middlemarch",271,"Arthur Brooke","person",0,0,0,0,2,2,4,2,0,2,2
"179","Eliot, George","Middlemarch",271,"Miss Brooke","person",0,0,0,0,2,2,4,2,0,2,2
"180","Eliot, George","Middlemarch",272,NA,NA,0,1,0,0,0,0,0,0,0,0,0
"181","Eliot, George","Middlemarch",273,NA,NA,0,2,0,0,1,0,1,0,1,1,1
"182","Eliot, George","Middlemarch",276,NA,NA,0,1,0,0,1,0,1,0,0,0,1
"183","Eliot, George","Middlemarch",277,"Dorothea Brooke","person",1,1,0,0,1,0,2,0,1,1,2
"184","Eliot, George","Middlemarch",278,NA,NA,1,0,1,1,0,1,0,1,0,0,-1
"185","Eliot, George","Middlemarch",279,"Sir James","person",0,1,0,0,0,1,1,0,0,1,0
"186","Eliot, George","Middlemarch",282,"Arthur Brooke","person",0,0,0,0,3,0,3,0,0,3,3
"187","Eliot, George","Middlemarch",282,"Mr Casaubon","person",0,0,0,0,3,0,3,0,0,3,3
"188","Eliot, George","Middlemarch",282,"Ladies","person",0,0,0,0,3,0,3,0,0,3,3
"189","Eliot, George","Middlemarch",283,"Adam Smith","person",0,0,0,0,0,0,1,0,0,1,1
"190","Eliot, George","Middlemarch",288,NA,NA,0,1,0,0,0,0,0,0,0,0,0
"191","Eliot, George","Middlemarch",289,NA,NA,0,1,0,0,0,0,0,0,0,0,0
"192","Eliot, George","Middlemarch",291,NA,NA,0,1,0,0,0,0,1,1,0,1,1
"193","Eliot, George","Middlemarch",292,"South","location",0,0,0,1,0,1,1,0,0,0,0
"194","Eliot, George","Middlemarch",293,"Arthur Brooke","person",0,0,0,0,0,0,3,0,0,0,3
"195","Eliot, George","Middlemarch",293,"Mr Casaubon","person",0,0,0,0,0,0,3,0,0,0,3
"196","Eliot, George","Middlemarch",293,"South","location",0,0,0,0,0,0,3,0,0,0,3
"197","Eliot, George","Middlemarch",294,NA,NA,0,1,0,0,1,0,1,0,1,1,1
"198","Eliot, George","Middlemarch",295,NA,NA,0,0,0,0,0,0,3,0,0,0,3
"199","Eliot, George","Middlemarch",296,NA,NA,0,0,0,1,0,1,0,1,0,0,-1
"200","Eliot, George","Middlemarch",297,NA,NA,1,0,0,2,0,3,1,1,0,0,-2
"201","Eliot, George","Middlemarch",298,NA,NA,1,1,0,1,0,1,0,0,0,0,-1
"202","Eliot, George","Middlemarch",299,"Mr Casaubon","person",0,1,0,0,0,0,0,0,0,0,0
"203","Eliot, George","Middlemarch",300,"Arthur Brooke","person",0,1,0,0,0,0,5,0,0,1,5
"204","Eliot, George","Middlemarch",302,NA,NA,0,1,0,0,0,0,3,0,0,2,3
"205","Eliot, George","Middlemarch",304,"Miss Brooke","person",0,2,0,0,0,0,4,0,0,2,4
"206","Eliot, George","Middlemarch",304,"Sir James","person",0,2,0,0,0,0,4,0,0,2,4
"207","Eliot, George","Middlemarch",305,NA,NA,1,1,0,1,0,1,0,0,0,0,-1
"208","Eliot, George","Middlemarch",306,NA,NA,0,0,0,0,0,0,0,0,0,1,0
"209","Eliot, George","Middlemarch",308,"Hill","location",1,0,0,0,0,1,1,0,0,1,0
"210","Eliot, George","Middlemarch",309,NA,NA,0,1,0,0,0,0,0,0,0,0,0
"211","Eliot, George","Middlemarch",312,"Dorothea Brooke","person",3,0,3,0,0,3,6,0,0,3,3
"212","Eliot, George","Middlemarch",312,"Mr Casaubon","person",3,0,3,0,0,3,6,0,0,3,3
"213","Eliot, George","Middlemarch",312,"Sir James","person",3,0,3,0,0,3,6,0,0,3,3
"214","Eliot, George","Middlemarch",313,"Sir James","person",2,0,2,0,0,2,2,2,0,2,0
"215","Eliot, George","Middlemarch",313,"Howe","person",2,0,2,0,0,2,2,2,0,2,0
"216","Eliot, George","Middlemarch",315,"Celia Brooke","person",1,1,1,2,1,2,1,1,1,1,-1
"217","Eliot, George","Middlemarch",316,"Celia Brooke","person",0,0,0,0,1,0,2,0,0,1,2
"218","Eliot, George","Middlemarch",317,"Dorothea Brooke","person",0,0,0,0,0,0,1,0,0,1,1
"219","Eliot, George","Middlemarch",318,"Arthur Brooke","person",0,3,0,0,0,0,3,0,0,3,3
"220","Eliot, George","Middlemarch",318,"Dorothea Brooke","person",0,3,0,0,0,0,3,0,0,3,3
"221","Eliot, George","Middlemarch",318,"Mr Casaubon","person",0,3,0,0,0,0,3,0,0,3,3
"222","Eliot, George","Middlemarch",319,"Sir James","person",0,0,0,0,0,0,1,0,0,1,1
"223","Eliot, George","Middlemarch",320,NA,NA,0,0,0,0,1,0,2,0,0,1,2
"224","Eliot, George","Middlemarch",323,"Celia Brooke","person",1,1,0,0,1,1,1,0,0,0,0
"225","Eliot, George","Middlemarch",324,"Sir James","person",2,0,2,1,0,2,1,0,0,1,-1
"226","Eliot, George","Middlemarch",325,"Celia Brooke","person",0,2,0,0,2,2,4,2,2,2,2
"227","Eliot, George","Middlemarch",325,"Mr Casaubon","person",0,2,0,0,2,2,4,2,2,2,2
"228","Eliot, George","Middlemarch",326,"Arthur Brooke","person",0,1,0,1,0,1,3,0,0,2,2
"229","Eliot, George","Middlemarch",327,"Arthur Brooke","person",0,2,0,0,0,0,3,0,0,1,3
"230","Eliot, George","Middlemarch",332,"Parliament","location",0,0,0,0,0,0,2,0,0,1,2
"231","Eliot, George","Middlemarch",334,"Arthur Brooke","person",0,0,0,0,1,0,1,0,1,1,1
"232","Eliot, George","Middlemarch",336,NA,NA,0,0,0,0,0,0,1,0,0,0,1
"233","Eliot, George","Middlemarch",339,"Mr Casaubon","person",0,0,0,0,0,0,1,0,0,0,1
"234","Eliot, George","Middlemarch",342,NA,NA,0,2,0,0,0,0,0,0,0,0,0
"235","Eliot, George","Middlemarch",343,"Arthur Brooke","person",0,0,0,0,4,0,12,0,0,8,12
"236","Eliot, George","Middlemarch",343,"Mr Casaubon","person",0,0,0,0,4,0,12,0,0,8,12
"237","Eliot, George","Middlemarch",343,"Elle","person",0,0,0,0,4,0,12,0,0,8,12
"238","Eliot, George","Middlemarch",343,"Ellen","person",0,0,0,0,4,0,12,0,0,8,12
"239","Eliot, George","Middlemarch",344,"Arthur Brooke","person",2,0,0,2,0,4,0,0,0,0,-4
"240","Eliot, George","Middlemarch",344,"Ladies","person",2,0,0,2,0,4,0,0,0,0,-4
"241","Eliot, George","Middlemarch",346,"Dorothea Brooke","person",1,0,0,1,0,1,0,1,0,0,-1
"242","Eliot, George","Middlemarch",347,"Mr Casaubon","person",2,0,0,2,2,2,4,2,2,0,2
"243","Eliot, George","Middlemarch",347,"Mark","person",2,0,0,2,2,2,4,2,2,0,2
"244","Eliot, George","Middlemarch",348,"Celia Brooke","person",0,0,2,0,0,2,0,0,0,0,-2
"245","Eliot, George","Middlemarch",348,"Mr Casaubon","person",0,0,2,0,0,2,0,0,0,0,-2
"246","Eliot, George","Middlemarch",350,"Mark","person",0,0,0,0,0,0,1,0,0,0,1
"247","Eliot, George","Middlemarch",352,"Dorothea Brooke","person",0,1,0,0,0,0,0,0,0,1,0
"248","Eliot, George","Middlemarch",356,NA,NA,0,0,0,0,0,0,1,0,0,1,1
"249","Eliot, George","Middlemarch",357,"Celia Brooke","person",0,0,0,1,1,0,1,0,1,0,1
"250","Eliot, George","Middlemarch",360,"Paris","location",0,1,0,0,1,0,1,0,0,1,1
"251","Eliot, George","Middlemarch",363,"Celia Brooke","person",1,0,2,1,0,2,0,1,0,0,-2
"252","Eliot, George","Middlemarch",364,"Celia Brooke","person",2,0,0,2,0,4,0,0,0,0,-4
"253","Eliot, George","Middlemarch",364,"Mr Casaubon","person",2,0,0,2,0,4,0,0,0,0,-4
"254","Eliot, George","Middlemarch",366,NA,NA,0,0,0,0,0,0,1,0,0,0,1
"255","Eliot, George","Middlemarch",367,"Celia Brooke","person",0,0,0,0,0,0,1,0,0,0,1
"256","Eliot, George","Middlemarch",368,"Celia Brooke","person",0,0,0,0,0,0,3,0,0,3,3
"257","Eliot, George","Middlemarch",368,"Dorothea Brooke","person",0,0,0,0,0,0,3,0,0,3,3
"258","Eliot, George","Middlemarch",368,"Sir James","person",0,0,0,0,0,0,3,0,0,3,3
"259","Eliot, George","Middlemarch",369,"Celia Brooke","person",0,0,0,0,0,0,0,1,0,0,0
"260","Eliot, George","Middlemarch",370,NA,NA,1,0,0,0,0,1,0,0,0,0,-1
"261","Eliot, George","Middlemarch",371,NA,NA,2,3,1,2,3,2,3,2,1,3,1
"262","Eliot, George","Middlemarch",373,"Miss Brooke","person",2,0,2,0,0,2,2,0,0,2,0
"263","Eliot, George","Middlemarch",373,"Sir James","person",2,0,2,0,0,2,2,0,0,2,0
"264","Eliot, George","Middlemarch",375,"Miss Brooke","person",0,0,0,0,3,0,9,0,0,3,9
"265","Eliot, George","Middlemarch",375,"Mark","person",0,0,0,0,3,0,9,0,0,3,9
"266","Eliot, George","Middlemarch",375,"Anne","person",0,0,0,0,3,0,9,0,0,3,9
"267","Eliot, George","Middlemarch",376,NA,NA,0,0,0,0,0,0,2,0,0,0,2
"268","Eliot, George","Middlemarch",377,"Elle","person",0,0,0,2,2,0,8,0,0,6,8
"269","Eliot, George","Middlemarch",377,"Ellen","person",0,0,0,2,2,0,8,0,0,6,8
"270","Eliot, George","Middlemarch",378,"Miss Brooke","person",0,1,0,1,1,1,2,1,0,1,1
"271","Eliot, George","Middlemarch",379,NA,NA,0,2,0,0,2,0,3,0,1,1,3
"272","Eliot, George","Middlemarch",380,"Sir James","person",0,1,0,0,1,0,3,0,1,1,3
"273","Eliot, George","Middlemarch",382,NA,NA,0,0,0,0,0,1,1,0,0,0,0
"274","Eliot, George","Middlemarch",383,"Providence","location",0,0,0,0,0,0,2,0,0,2,2
"275","Eliot, George","Middlemarch",383,"Sir James","person",0,0,0,0,0,0,2,0,0,2,2
"276","Eliot, George","Middlemarch",384,"Miss Brooke","person",0,1,0,0,1,1,2,0,1,2,1
"277","Eliot, George","Middlemarch",385,NA,NA,0,0,0,0,0,0,1,0,0,1,1
